"Ticket Number","Account Name","Category","Severity"
"5377-11198508","Krono Services GmbH","S - PER - parent request","Sev 3"
"5377-11731554","Atlas Roofing Corp","S - PER - New Map","Sev 4"
"5377-11731554","Atlas Roofing Corp","S - PER - New Map","Sev 4"
"5377-11948123","The Jordans & Ryvita Company Limited","S - PER - parent request","Sev 3"
"5377-12261518","The Ohio State University","S - PER - New Map","Sev 4"
"5377-12261518","The Ohio State University","S - PER - New Map","Sev 4"
"5377-12261518","The Ohio State University","S - PER - New Map","Sev 4"
"5377-12261518","The Ohio State University","S - PER - New Map","Sev 4"
"5377-12261518","The Ohio State University","S - PER - New Map","Sev 4"
"5377-12261518","The Ohio State University","S - PER - New Map","Sev 4"
"5377-12261518","The Ohio State University","S - PER - New Map","Sev 4"
"5377-12261518","The Ohio State University","S - PER - New Map","Sev 4"
"5377-12555693","Celgene Corporation","S - PER - New Map","Sev 4"
"5377-12555693","Celgene Corporation","S - PER - New Map","Sev 4"
"5377-12555693","Celgene Corporation","S - PER - New Map","Sev 4"
"5377-12555693","Celgene Corporation","S - PER - New Map","Sev 4"
"5377-12595549","Celgene Corporation","S - PER - New Map","Sev 4"
"5377-12595549","Celgene Corporation","S - PER - New Map","Sev 4"
"5377-12595555","Celgene Corporation","S - PER - New Map","Sev 4"
"5377-12595555","Celgene Corporation","S - PER - New Map","Sev 4"
"5377-12595563","Celgene Corporation","S - PER - New Map","Sev 4"
"5377-12595563","Celgene Corporation","S - PER - New Map","Sev 4"
"5377-12595570","Celgene Corporation","S - PER - New Map","Sev 4"
"5377-12595570","Celgene Corporation","S - PER - New Map","Sev 4"
"5377-12595576","Celgene Corporation","S - PER - New Map","Sev 2"
"5377-12595576","Celgene Corporation","S - PER - New Map","Sev 2"
"5377-12602510","Celgene Corporation","S - PER - New Map","Sev 4"
"5377-12602510","Celgene Corporation","S - PER - New Map","Sev 4"
"5377-12602521","Celgene Corporation","S - PER - New Map","Sev 4"
"5377-12602521","Celgene Corporation","S - PER - New Map","Sev 4"
"5377-12602521","Celgene Corporation","S - PER - New Map","Sev 4"
"5377-12606176","New Era Cap Co., Inc.","S - PER - New Map","Sev 4"
"5377-12610611","Toyota Material Handling Europe AB","S - PER - parent request","Sev 3"
"5377-12610611","Toyota Material Handling Europe AB","S - PER - parent request","Sev 3"
"5377-12610611","Toyota Material Handling Europe AB","S - PER - parent request","Sev 3"
"5377-12610611","Toyota Material Handling Europe AB","S - PER - parent request","Sev 3"
"5377-12738975","Eddie Stobart Ltd","S - PER - parent request","Sev 3"
"5377-12769252","Pitney Bowes Inc","S - Map Research","Sev 4"
"5377-12769252","Pitney Bowes Inc","S - Map Research","Sev 4"
"5377-12769252","Pitney Bowes Inc","S - Map Research","Sev 4"
"5377-12769252","Pitney Bowes Inc","S - Map Research","Sev 4"
"5377-12790147","Tesla Motors","S - PER - parent request","Sev 4"
"5377-12790147","Tesla Motors","S - PER - parent request","Sev 4"
"5377-12905126","Makita USA Inc","S - PER - parent request","Sev 4"
"5377-12905126","Makita USA Inc","S - PER - parent request","Sev 4"
"5377-12927049","Makita USA Inc","S - PER - New Map","Sev 3"
"5377-12927049","Makita USA Inc","S - PER - New Map","Sev 3"
"5377-12936404","Kennametal Inc","S - PER - New Map","Sev 4"
"5377-12936404","Kennametal Inc","S - PER - New Map","Sev 4"
"5377-12937002","ALLIED ELECTRONICS, INC","S - PER - New Map","Sev 4"
"5377-12937002","ALLIED ELECTRONICS, INC","S - PER - New Map","Sev 4"
"5377-12937002","ALLIED ELECTRONICS, INC","S - PER - New Map","Sev 4"
"5377-12937002","ALLIED ELECTRONICS, INC","S - PER - New Map","Sev 4"
"5377-12987734","Celgene Corporation","S - PER - New Map","Sev 4"
"5377-12987749","Celgene Corporation","S - PER - New Map","Sev 4"
"5377-13001773","Ascend Performance Materials, LLC","S - PER - New Map","Sev 4"
"5377-13070507","Watts Regulator Co","S - PER - New Map","Sev 4"
"5377-13070507","Watts Regulator Co","S - PER - New Map","Sev 4"
"5377-13078657","RJ Reynolds Tobacco Company","S - PER - Communication","Sev 4"
"5377-13084547","Anda, Inc","S - PER - New TP","Sev 4"
"5377-13084547","Anda, Inc","S - PER - New TP","Sev 4"
"5377-13120284","Kennametal Inc","S - PER - Communication","Sev 3"
"5377-13120284","Kennametal Inc","S - PER - Communication","Sev 3"
"5377-13122850","Millipore EMD","S - PER - New Map","Sev 2"
"5377-13122850","Millipore EMD","S - PER - New Map","Sev 2"
"5377-13122850","Millipore EMD","S - PER - New Map","Sev 2"
"5377-13122850","Millipore EMD","S - PER - New Map","Sev 2"
"5377-13122850","Millipore EMD","S - PER - New Map","Sev 2"
"5377-13122850","Millipore EMD","S - PER - New Map","Sev 2"
"5377-13170081","Charmer Sunbelt Group, LLC.","S - PER - Map Change","Sev 3"
"5377-13170081","Charmer Sunbelt Group, LLC.","S - PER - Map Change","Sev 3"
"5377-13170081","Charmer Sunbelt Group, LLC.","S - PER - Map Change","Sev 3"
"5377-13170081","Charmer Sunbelt Group, LLC.","S - PER - Map Change","Sev 3"
"5377-13178299","SGCIO - Saint-Gobain Consulting Information & Organization","S - Enhancement Request Implementation","Sev 3"
"5377-13178299","SGCIO - Saint-Gobain Consulting Information & Organization","S - Enhancement Request Implementation","Sev 3"
"5377-13178299","SGCIO - Saint-Gobain Consulting Information & Organization","S - Enhancement Request Implementation","Sev 3"
"5377-13189129","Atlas Roofing Corp","S - PER - New TP","Sev 4"
