"Ticket Number","Account Name","Category","Severity"
"5377-12987734","Celgene Corporation","S - PER - New Map","Sev 4"
"5377-12987734","Celgene Corporation","S - PER - New Map","Sev 4"
"5377-12987749","Celgene Corporation","S - PER - New Map","Sev 4"
"5377-12987749","Celgene Corporation","S - PER - New Map","Sev 4"
"5377-13217450","ALLIED ELECTRONICS, INC","S - PER - Map Change","Sev 2"
"5377-13217450","ALLIED ELECTRONICS, INC","S - PER - Map Change","Sev 2"
"5377-13291633","NEC Display Solutions Europe GmbH","S - PER - parent request","Sev 3"
"5377-13291633","NEC Display Solutions Europe GmbH","S - PER - parent request","Sev 3"
"5377-13375044","LENOVO (UNITED STATES) INC.","S - PER - Other","Sev 4"
"5377-13375044","LENOVO (UNITED STATES) INC.","S - PER - Other","Sev 4"
"5377-13379635","RJ Reynolds Tobacco Company","S - PER - New Map","Sev 4"
"5377-13379635","RJ Reynolds Tobacco Company","S - PER - New Map","Sev 4"
"5377-13413778","Celgene Corporation","S - PER - New Map","Sev 4"
"5377-13413778","Celgene Corporation","S - PER - New Map","Sev 4"
"5377-13423492","LENOVO (UNITED STATES) INC.","S - PER - parent request","Sev 4"
"5377-13423492","LENOVO (UNITED STATES) INC.","S - PER - parent request","Sev 4"
"5377-13546306","Graham Packaging Company","S - PER - New Map","Sev 4"
"5377-13546306","Graham Packaging Company","S - PER - New Map","Sev 4"
"5377-13570900","LENOVO (UNITED STATES) INC.","S - PER - Map Change","Sev 4"
"5377-13570900","LENOVO (UNITED STATES) INC.","S - PER - Map Change","Sev 4"
"5377-13581644","Graham Packaging Company","S - PER - New Map","Sev 4"
"5377-13581644","Graham Packaging Company","S - PER - New Map","Sev 4"
"5377-13585486","Leggett & Platt Incorporated","S - Map Change","Sev 4"
"5377-13585486","Leggett & Platt Incorporated","S - Map Change","Sev 4"
"5377-13603806","Veritas","S - PER - Communication","Sev 3"
"5377-13603806","Veritas","S - PER - Communication","Sev 3"
"5377-13623418","Graham Packaging Company","S - PER - New Map","Sev 4"
"5377-13623418","Graham Packaging Company","S - PER - New Map","Sev 4"
"5377-13623441","Graham Packaging Company","S - PER - New Map","Sev 4"
"5377-13623441","Graham Packaging Company","S - PER - New Map","Sev 4"
"5377-13623459","Graham Packaging Company","S - PER - New Map","Sev 4"
"5377-13623459","Graham Packaging Company","S - PER - New Map","Sev 4"
"5377-13623474","Graham Packaging Company","S - PER - New Map","Sev 4"
"5377-13623474","Graham Packaging Company","S - PER - New Map","Sev 4"
"5377-13623491","Graham Packaging Company","S - PER - New Map","Sev 4"
"5377-13623491","Graham Packaging Company","S - PER - New Map","Sev 4"
"5377-13623509","Graham Packaging Company","S - PER - New Map","Sev 4"
"5377-13623509","Graham Packaging Company","S - PER - New Map","Sev 4"
"5377-13623530","Graham Packaging Company","S - PER - New Map","Sev 4"
"5377-13623530","Graham Packaging Company","S - PER - New Map","Sev 4"
"5377-13623558","Graham Packaging Company","S - PER - New Map","Sev 4"
"5377-13623558","Graham Packaging Company","S - PER - New Map","Sev 4"
"5377-13623596","Graham Packaging Company","S - PER - New Map","Sev 4"
"5377-13623596","Graham Packaging Company","S - PER - New Map","Sev 4"
"5377-13623608","Graham Packaging Company","S - PER - New Map","Sev 4"
"5377-13623608","Graham Packaging Company","S - PER - New Map","Sev 4"
"5377-13639155","Kennametal Inc","S - PER - New Map","Sev 4"
"5377-13639155","Kennametal Inc","S - PER - New Map","Sev 4"
"5377-13768497","SmartHealth Inc","S - PER - parent request","Sev 3"
"5377-13768497","SmartHealth Inc","S - PER - parent request","Sev 3"
"5377-13768501","SmartHealth Inc","S - PER - parent request","Sev 3"
"5377-13768501","SmartHealth Inc","S - PER - parent request","Sev 3"
"5377-13775778","RS Components UK","S - Map Change","Sev 3"
"5377-13775778","RS Components UK","S - Map Change","Sev 3"
"5377-13782686","CEVA Logistics US, Inc.","S - PER - parent request","Sev 4"
"5377-13782686","CEVA Logistics US, Inc.","S - PER - parent request","Sev 4"
"5377-13790177","Thermos Co","S - PER - New Map","Sev 4"
"5377-13790177","Thermos Co","S - PER - New Map","Sev 4"
"5377-13805289","Justin Brands Inc","S - PER - Other","Sev 4"
"5377-13848199","Car Toys, Inc.","S - PER - New Map","Sev 4"
"5377-13848199","Car Toys, Inc.","S - PER - New Map","Sev 4"
"5377-13854400","LENOVO (UNITED STATES) INC.","S - PER - New Map","Sev 4"
"5377-13854400","LENOVO (UNITED STATES) INC.","S - PER - New Map","Sev 4"
"5377-13860261","Car Toys, Inc.","S - PER - New Map","Sev 4"
"5377-13860261","Car Toys, Inc.","S - PER - New Map","Sev 4"
"5377-13871927","LEHIGH HANSON","S - PER - New Map","Sev 2"
"5377-13871927","LEHIGH HANSON","S - PER - New Map","Sev 2"
"5377-13898101","Stanley Black & Decker, Inc","S - PER - New TP","Sev 4"
"5377-13898101","Stanley Black & Decker, Inc","S - PER - New TP","Sev 4"
