"Ticket Number","Account Name","Category","Severity"
"5377-11932973","Micron Technology Inc","S - PER - New Map","Sev 2"
"5377-11932973","Micron Technology Inc","S - PER - New Map","Sev 2"
"5377-11932973","Micron Technology Inc","S - PER - New Map","Sev 2"
"5377-11954912","Crocs, Inc.","S - PER - New Map","Sev 4"
"5377-11954912","Crocs, Inc.","S - PER - New Map","Sev 4"
"5377-11954912","Crocs, Inc.","S - PER - New Map","Sev 4"
"5377-11954912","Crocs, Inc.","S - PER - New Map","Sev 4"
"5377-12131555","Crocs, Inc.","S - PER - New Map","Sev 4"
"5377-12131555","Crocs, Inc.","S - PER - New Map","Sev 4"
"5377-12131555","Crocs, Inc.","S - PER - New Map","Sev 4"
"5377-12131555","Crocs, Inc.","S - PER - New Map","Sev 4"
"5377-12131555","Crocs, Inc.","S - PER - New Map","Sev 4"
"5377-12131555","Crocs, Inc.","S - PER - New Map","Sev 4"
"5377-12131555","Crocs, Inc.","S - PER - New Map","Sev 4"
"5377-12131555","Crocs, Inc.","S - PER - New Map","Sev 4"
"5377-12664434","Lindt & Sprüngli (NA) Inc","S - PER - New Map","Sev 4"
"5377-12664434","Lindt & Sprüngli (NA) Inc","S - PER - New Map","Sev 4"
"5377-12664434","Lindt & Sprüngli (NA) Inc","S - PER - New Map","Sev 4"
"5377-12664434","Lindt & Sprüngli (NA) Inc","S - PER - New Map","Sev 4"
"5377-12746263","Lindt & Sprüngli (NA) Inc","S - PER - New Map","Sev 4"
"5377-12746263","Lindt & Sprüngli (NA) Inc","S - PER - New Map","Sev 4"
"5377-12746263","Lindt & Sprüngli (NA) Inc","S - PER - New Map","Sev 4"
"5377-12746263","Lindt & Sprüngli (NA) Inc","S - PER - New Map","Sev 4"
"5377-12746273","Lindt & Sprüngli (NA) Inc","S - PER - New Map","Sev 4"
"5377-12746273","Lindt & Sprüngli (NA) Inc","S - PER - New Map","Sev 4"
"5377-12746273","Lindt & Sprüngli (NA) Inc","S - PER - New Map","Sev 4"
"5377-12746273","Lindt & Sprüngli (NA) Inc","S - PER - New Map","Sev 4"
"5377-12945159","Corning Inc.","S - PER - New Map","Sev 2"
"5377-12945159","Corning Inc.","S - PER - New Map","Sev 2"
"5377-13179892","Andersen Corporation","S - Map Research","Sev 3"
"5377-13179892","Andersen Corporation","S - Map Research","Sev 3"
"5377-13218805","Crocs, Inc.","S - PER - New Map","Sev 4"
"5377-13218805","Crocs, Inc.","S - PER - New Map","Sev 4"
"5377-13218805","Crocs, Inc.","S - PER - New Map","Sev 4"
"5377-13230678","Church & Dwight Co., Inc.","S - PER - New Map","Sev 3"
"5377-13230678","Church & Dwight Co., Inc.","S - PER - New Map","Sev 3"
"5377-13230678","Church & Dwight Co., Inc.","S - PER - New Map","Sev 3"
"5377-13230678","Church & Dwight Co., Inc.","S - PER - New Map","Sev 3"
"5377-13230678","Church & Dwight Co., Inc.","S - PER - New Map","Sev 3"
"5377-13230678","Church & Dwight Co., Inc.","S - PER - New Map","Sev 3"
"5377-13230678","Church & Dwight Co., Inc.","S - PER - New Map","Sev 3"
"5377-13230678","Church & Dwight Co., Inc.","S - PER - New Map","Sev 3"
"5377-13230678","Church & Dwight Co., Inc.","S - PER - New Map","Sev 3"
"5377-13230678","Church & Dwight Co., Inc.","S - PER - New Map","Sev 3"
"5377-13230686","Church & Dwight Co., Inc.","S - PER - New Map","Sev 3"
"5377-13230686","Church & Dwight Co., Inc.","S - PER - New Map","Sev 3"
"5377-13230686","Church & Dwight Co., Inc.","S - PER - New Map","Sev 3"
"5377-13230686","Church & Dwight Co., Inc.","S - PER - New Map","Sev 3"
"5377-13230686","Church & Dwight Co., Inc.","S - PER - New Map","Sev 3"
"5377-13230686","Church & Dwight Co., Inc.","S - PER - New Map","Sev 3"
"5377-13230686","Church & Dwight Co., Inc.","S - PER - New Map","Sev 3"
"5377-13230686","Church & Dwight Co., Inc.","S - PER - New Map","Sev 3"
"5377-13230686","Church & Dwight Co., Inc.","S - PER - New Map","Sev 3"
"5377-13352119","Krono Services GmbH","S - PER - New Map","Sev 3"
"5377-13352119","Krono Services GmbH","S - PER - New Map","Sev 3"
"5377-13352119","Krono Services GmbH","S - PER - New Map","Sev 3"
"5377-13352119","Krono Services GmbH","S - PER - New Map","Sev 3"
"5377-13426842","ThyssenKrupp Technologies AG","S - PER - New Map","Sev 2"
"5377-13426842","ThyssenKrupp Technologies AG","S - PER - New Map","Sev 2"
"5377-13426842","ThyssenKrupp Technologies AG","S - PER - New Map","Sev 2"
"5377-13426842","ThyssenKrupp Technologies AG","S - PER - New Map","Sev 2"
"5377-13542707","bharath anaparthi's Account","S - PER - New Map","Sev 4"
"5377-13577730","BRADY CORPORATION","S - PER - New Map","Sev 4"
"5377-13577730","BRADY CORPORATION","S - PER - New Map","Sev 4"
"5377-13577730","BRADY CORPORATION","S - PER - New Map","Sev 4"
"5377-13577730","BRADY CORPORATION","S - PER - New Map","Sev 4"
"5377-13603915","CEVA Logistics US, Inc.","S - PER - New Map","Sev 2"
"5377-13603915","CEVA Logistics US, Inc.","S - PER - New Map","Sev 2"
"5377-13603915","CEVA Logistics US, Inc.","S - PER - New Map","Sev 2"
"5377-13603915","CEVA Logistics US, Inc.","S - PER - New Map","Sev 2"
"5377-13616398","Quadrant EPP USA Inc","S - PER - New Map","Sev 2"
"5377-13616398","Quadrant EPP USA Inc","S - PER - New Map","Sev 2"
"5377-13616398","Quadrant EPP USA Inc","S - PER - New Map","Sev 2"
"5377-13616398","Quadrant EPP USA Inc","S - PER - New Map","Sev 2"
"5377-13622172","CEVA Logistics US, Inc.","S - PER - New Map","Sev 4"
"5377-13622172","CEVA Logistics US, Inc.","S - PER - New Map","Sev 4"
"5377-13622172","CEVA Logistics US, Inc.","S - PER - New Map","Sev 4"
"5377-13622172","CEVA Logistics US, Inc.","S - PER - New Map","Sev 4"
"5377-13652808","Lindt & Sprüngli (NA) Inc","S - PER - New Map","Sev 4"
"5377-13652808","Lindt & Sprüngli (NA) Inc","S - PER - New Map","Sev 4"
"5377-13652808","Lindt & Sprüngli (NA) Inc","S - PER - New Map","Sev 4"
"5377-13652808","Lindt & Sprüngli (NA) Inc","S - PER - New Map","Sev 4"
"5377-13652808","Lindt & Sprüngli (NA) Inc","S - PER - New Map","Sev 4"
"5377-13652808","Lindt & Sprüngli (NA) Inc","S - PER - New Map","Sev 4"
"5377-13652808","Lindt & Sprüngli (NA) Inc","S - PER - New Map","Sev 4"
"5377-13661816","BRADY CORPORATION","S - PER - New Map","Sev 4"
"5377-13661816","BRADY CORPORATION","S - PER - New Map","Sev 4"
"5377-13661816","BRADY CORPORATION","S - PER - New Map","Sev 4"
"5377-13661816","BRADY CORPORATION","S - PER - New Map","Sev 4"
"5377-13661830","BRADY CORPORATION","S - PER - New Map","Sev 4"
"5377-13664414","Schlueter-Systems KG","S - PER - New Map","Sev 4"
"5377-13664414","Schlueter-Systems KG","S - PER - New Map","Sev 4"
"5377-13664414","Schlueter-Systems KG","S - PER - New Map","Sev 4"
"5377-13664414","Schlueter-Systems KG","S - PER - New Map","Sev 4"
"5377-13664462","Schlueter-Systems KG","S - PER - New Map","Sev 4"
"5377-13664462","Schlueter-Systems KG","S - PER - New Map","Sev 4"
"5377-13664462","Schlueter-Systems KG","S - PER - New Map","Sev 4"
"5377-13664462","Schlueter-Systems KG","S - PER - New Map","Sev 4"
"5377-13672230","Pitney Bowes Inc","S - PER - New Map","Sev 4"
"5377-13672230","Pitney Bowes Inc","S - PER - New Map","Sev 4"
"5377-13672230","Pitney Bowes Inc","S - PER - New Map","Sev 4"
"5377-13672230","Pitney Bowes Inc","S - PER - New Map","Sev 4"
"5377-13672230","Pitney Bowes Inc","S - PER - New Map","Sev 4"
"5377-13672230","Pitney Bowes Inc","S - PER - New Map","Sev 4"
"5377-13686006","Kerry Inc.","S - PER - New Map","Sev 4"
"5377-13686006","Kerry Inc.","S - PER - New Map","Sev 4"
"5377-13686006","Kerry Inc.","S - PER - New Map","Sev 4"
"5377-13686006","Kerry Inc.","S - PER - New Map","Sev 4"
"5377-13686006","Kerry Inc.","S - PER - New Map","Sev 4"
"5377-13686006","Kerry Inc.","S - PER - New Map","Sev 4"
"5377-13686006","Kerry Inc.","S - PER - New Map","Sev 4"
"5377-13698792","Top Hits Inc","S - PER - New Map","Sev 2"
"5377-13698792","Top Hits Inc","S - PER - New Map","Sev 2"
"5377-13783547","Kerry Inc.","S - PER - New Map","Sev 4"
"5377-13783547","Kerry Inc.","S - PER - New Map","Sev 4"
"5377-13783547","Kerry Inc.","S - PER - New Map","Sev 4"
"5377-13783547","Kerry Inc.","S - PER - New Map","Sev 4"
"5377-13783547","Kerry Inc.","S - PER - New Map","Sev 4"
"5377-13783547","Kerry Inc.","S - PER - New Map","Sev 4"
"5377-13783547","Kerry Inc.","S - PER - New Map","Sev 4"
"5377-13783547","Kerry Inc.","S - PER - New Map","Sev 4"
"5377-13783547","Kerry Inc.","S - PER - New Map","Sev 4"
"5377-13806113","CM Tucker Lumber Corp","S - PER - New Map","Sev 4"
"5377-13806113","CM Tucker Lumber Corp","S - PER - New Map","Sev 4"
"5377-13806113","CM Tucker Lumber Corp","S - PER - New Map","Sev 4"
"5377-13806113","CM Tucker Lumber Corp","S - PER - New Map","Sev 4"
"5377-13806189","CM Tucker Lumber Corp","S - PER - New Map","Sev 4"
"5377-13806189","CM Tucker Lumber Corp","S - PER - New Map","Sev 4"
"5377-13806189","CM Tucker Lumber Corp","S - PER - New Map","Sev 4"
"5377-13806189","CM Tucker Lumber Corp","S - PER - New Map","Sev 4"
"5377-13806214","CM Tucker Lumber Corp","S - PER - New Map","Sev 4"
"5377-13806214","CM Tucker Lumber Corp","S - PER - New Map","Sev 4"
"5377-13806214","CM Tucker Lumber Corp","S - PER - New Map","Sev 4"
"5377-13806214","CM Tucker Lumber Corp","S - PER - New Map","Sev 4"
"5377-13806214","CM Tucker Lumber Corp","S - PER - New Map","Sev 4"
"5377-13806214","CM Tucker Lumber Corp","S - PER - New Map","Sev 4"
"5377-13806214","CM Tucker Lumber Corp","S - PER - New Map","Sev 4"
"5377-13806214","CM Tucker Lumber Corp","S - PER - New Map","Sev 4"
"5377-13806214","CM Tucker Lumber Corp","S - PER - New Map","Sev 4"
"5377-13806214","CM Tucker Lumber Corp","S - PER - New Map","Sev 4"
"5377-13806220","CM Tucker Lumber Corp","S - PER - New Map","Sev 4"
"5377-13806220","CM Tucker Lumber Corp","S - PER - New Map","Sev 4"
"5377-13806220","CM Tucker Lumber Corp","S - PER - New Map","Sev 4"
"5377-13806220","CM Tucker Lumber Corp","S - PER - New Map","Sev 4"
"5377-13815901","Justin Brands Inc","S - PER - New Map","Sev 4"
"5377-13815901","Justin Brands Inc","S - PER - New Map","Sev 4"
"5377-13815901","Justin Brands Inc","S - PER - New Map","Sev 4"
"5377-13815901","Justin Brands Inc","S - PER - New Map","Sev 4"
"5377-13815901","Justin Brands Inc","S - PER - New Map","Sev 4"
"5377-13815901","Justin Brands Inc","S - PER - New Map","Sev 4"
"5377-13815901","Justin Brands Inc","S - PER - New Map","Sev 4"
"5377-13815901","Justin Brands Inc","S - PER - New Map","Sev 4"
"5377-13822445","Southern Prosthetic Supply Inc","S - PER - New Map","Sev 2"
"5377-13822445","Southern Prosthetic Supply Inc","S - PER - New Map","Sev 2"
"5377-13822445","Southern Prosthetic Supply Inc","S - PER - New Map","Sev 2"
"5377-13822445","Southern Prosthetic Supply Inc","S - PER - New Map","Sev 2"
"5377-13822445","Southern Prosthetic Supply Inc","S - PER - New Map","Sev 2"
"5377-13822445","Southern Prosthetic Supply Inc","S - PER - New Map","Sev 2"
"5377-13822445","Southern Prosthetic Supply Inc","S - PER - New Map","Sev 2"
"5377-13822445","Southern Prosthetic Supply Inc","S - PER - New Map","Sev 2"
"5377-13823640","Fram Group Operations LLC","S - PER - New Map","Sev 4"
"5377-13823640","Fram Group Operations LLC","S - PER - New Map","Sev 4"
"5377-13823640","Fram Group Operations LLC","S - PER - New Map","Sev 4"
"5377-13823640","Fram Group Operations LLC","S - PER - New Map","Sev 4"
"5377-13848385","Justin Brands Inc","S - PER - New Map","Sev 2"
"5377-13848385","Justin Brands Inc","S - PER - New Map","Sev 2"
"5377-13848385","Justin Brands Inc","S - PER - New Map","Sev 2"
"5377-13848385","Justin Brands Inc","S - PER - New Map","Sev 2"
"5377-13848385","Justin Brands Inc","S - PER - New Map","Sev 2"
"5377-13848385","Justin Brands Inc","S - PER - New Map","Sev 2"
"5377-13848385","Justin Brands Inc","S - PER - New Map","Sev 2"
"5377-13848385","Justin Brands Inc","S - PER - New Map","Sev 2"
"5377-13848385","Justin Brands Inc","S - PER - New Map","Sev 2"
"5377-13848385","Justin Brands Inc","S - PER - New Map","Sev 2"
"5377-13848385","Justin Brands Inc","S - PER - New Map","Sev 2"
"5377-13848400","Justin Brands Inc","S - PER - New Map","Sev 2"
"5377-13848400","Justin Brands Inc","S - PER - New Map","Sev 2"
"5377-13848400","Justin Brands Inc","S - PER - New Map","Sev 2"
"5377-13848400","Justin Brands Inc","S - PER - New Map","Sev 2"
"5377-13848400","Justin Brands Inc","S - PER - New Map","Sev 2"
"5377-13848400","Justin Brands Inc","S - PER - New Map","Sev 2"
"5377-13848400","Justin Brands Inc","S - PER - New Map","Sev 2"
"5377-13848935","CEVA Logistics US, Inc.","S - PER - New Map","Sev 3"
"5377-13848935","CEVA Logistics US, Inc.","S - PER - New Map","Sev 3"
"5377-13848935","CEVA Logistics US, Inc.","S - PER - New Map","Sev 3"
"5377-13848935","CEVA Logistics US, Inc.","S - PER - New Map","Sev 3"
"5377-13848935","CEVA Logistics US, Inc.","S - PER - New Map","Sev 3"
"5377-13848935","CEVA Logistics US, Inc.","S - PER - New Map","Sev 3"
"5377-13854361","LENOVO (UNITED STATES) INC.","S - PER - New Map","Sev 4"
"5377-13854361","LENOVO (UNITED STATES) INC.","S - PER - New Map","Sev 4"
"5377-13854361","LENOVO (UNITED STATES) INC.","S - PER - New Map","Sev 4"
"5377-13854361","LENOVO (UNITED STATES) INC.","S - PER - New Map","Sev 4"
"5377-13854361","LENOVO (UNITED STATES) INC.","S - PER - New Map","Sev 4"
"5377-13854361","LENOVO (UNITED STATES) INC.","S - PER - New Map","Sev 4"
"5377-13859888","Hexpol Compounding, LLC","S - PER - Map Change","Sev 2"
"5377-13859888","Hexpol Compounding, LLC","S - PER - Map Change","Sev 2"
"5377-13859888","Hexpol Compounding, LLC","S - PER - Map Change","Sev 2"
"5377-13859888","Hexpol Compounding, LLC","S - PER - Map Change","Sev 2"
"5377-13859888","Hexpol Compounding, LLC","S - PER - Map Change","Sev 2"
"5377-13863064","SGCIO - Saint-Gobain Consulting Information & Organization","S - Map Change","Sev 2"
"5377-13863064","SGCIO - Saint-Gobain Consulting Information & Organization","S - Map Change","Sev 2"
"5377-13863064","SGCIO - Saint-Gobain Consulting Information & Organization","S - Map Change","Sev 2"
"5377-13863064","SGCIO - Saint-Gobain Consulting Information & Organization","S - Map Change","Sev 2"
"5377-13863064","SGCIO - Saint-Gobain Consulting Information & Organization","S - Map Change","Sev 2"
"5377-13863064","SGCIO - Saint-Gobain Consulting Information & Organization","S - Map Change","Sev 2"
"5377-13863064","SGCIO - Saint-Gobain Consulting Information & Organization","S - Map Change","Sev 2"
"5377-13863064","SGCIO - Saint-Gobain Consulting Information & Organization","S - Map Change","Sev 2"
"5377-13878023","AXIALL CORPORATION","S - PER - New Map","Sev 4"
"5377-13878023","AXIALL CORPORATION","S - PER - New Map","Sev 4"
"5377-13878023","AXIALL CORPORATION","S - PER - New Map","Sev 4"
"5377-13879539","Novartis Pharmaceuticals Corporation","S - PER - New Map","Sev 4"
"5377-13879539","Novartis Pharmaceuticals Corporation","S - PER - New Map","Sev 4"
"5377-13879539","Novartis Pharmaceuticals Corporation","S - PER - New Map","Sev 4"
"5377-13879539","Novartis Pharmaceuticals Corporation","S - PER - New Map","Sev 4"
"5377-13879539","Novartis Pharmaceuticals Corporation","S - PER - New Map","Sev 4"
"5377-13898351","Andersen Corporation","S - PER - New Map","Sev 2"
"5377-13900580","Justin Brands Inc","S - PER - New Map","Sev 4"
"5377-13900580","Justin Brands Inc","S - PER - New Map","Sev 4"
"5377-13900580","Justin Brands Inc","S - PER - New Map","Sev 4"
"5377-13900580","Justin Brands Inc","S - PER - New Map","Sev 4"
"5377-13900580","Justin Brands Inc","S - PER - New Map","Sev 4"
"5377-13900580","Justin Brands Inc","S - PER - New Map","Sev 4"
"5377-13900580","Justin Brands Inc","S - PER - New Map","Sev 4"
"5377-13900699","Justin Brands Inc","S - PER - New Map","Sev 4"
"5377-13900699","Justin Brands Inc","S - PER - New Map","Sev 4"
"5377-13900699","Justin Brands Inc","S - PER - New Map","Sev 4"
"5377-13900699","Justin Brands Inc","S - PER - New Map","Sev 4"
"5377-13900699","Justin Brands Inc","S - PER - New Map","Sev 4"
"5377-13900699","Justin Brands Inc","S - PER - New Map","Sev 4"
"5377-13900699","Justin Brands Inc","S - PER - New Map","Sev 4"
"5377-13900699","Justin Brands Inc","S - PER - New Map","Sev 4"
"5377-13905036","DEVANLAY LACOSTE","S - PER - New Map","Sev 2"
"5377-13905036","DEVANLAY LACOSTE","S - PER - New Map","Sev 2"
"5377-13905036","DEVANLAY LACOSTE","S - PER - New Map","Sev 2"
